Company,Amount,Year
Dey LP,0,2010
Discount Diabetic,0,2010
E-Z-EM Inc,0,2010
Masimo Corp,0,2010
Luminex Corp,0,2010
Magellan BioScience Group,0,2010
Lauras AS,0,2010
Lifeblood Medical,0,2010
Kerr Corp,0,2010
Lannett Co,0,2010
Infimed,0,2010
Innovative Biotherapies,0,2010
Inologic,0,2010
Idaho Technologies,0,2010
Humanetics Corp,0,2010
Hoana Medical,0,2010
Insightec Inc,0,2010
Integrated Medical Systems,0,2010
Mobilex USA,0,2010
MedNet Healthcare Technologies,0,2010
Mgi Pharma,0,2010
NanoViricides Inc,0,2010
MRE-Holding AS,0,2010
MultiDimensional Imaging,0,2010
Nabi Biopharmaceuticals,0,2010
Onyx Pharmaceuticals,0,2010
Ocera Therapeutics,0,2010
Orchid Chemicals & Pharmaceuticals Ltd,0,2010
Parion Sciences Inc,0,2010
Pennslyvania Biotechnology Assn,0,2010
Respironics Inc,0,2010
Psychemedics Corp,0,2010
Physician Diagnostic Services,0,2010
Physician Sales & Service,0,2010
PharMerica Corp,0,2010
Primus Pharmaceuticals,0,2010
Soluble Systems,0,2010
Seniors Coalition,0,2010
Sepracor Inc,0,2010
S&S; Technology,0,2010
Tessarae Inc,0,2010
Synedgen Inc,0,2010
Sunrise Medical,0,2010
Twin Star Medical,0,2010
Triax Pharmaceuticals,0,2010
Thoratec Corp,0,2010
Texas Biological/Agro-Defense Consortium,0,2010
Vestara,0,2010
Verax Biomedical,0,2010
United Therapeautics,0,2010
Vaxin Pharmaceuticals,0,2010
Zymogenetics Inc,0,2010
YM BioSciences,0,2010
Wound Management Technologies,0,2010
Wright Medical Technology,0,2010
Pharmaceutical Research & Manufacturers of America,19790000,2011
Pfizer Inc,12610000,2011
Amgen Inc,10000000,2011
Eli Lilly & Co,9810000,2011
Sanofi,8273040,2011
Merck & Co,8245000,2011
Biotechnology Industry Organization,7990000,2011
Novartis AG,7622136,2011
Bayer AG,6360000,2011
Johnson & Johnson,5806000,2011
AstraZeneca PLC,5640000,2011
Roche Holdings,5495506,2011
GlaxoSmithKline,5445000,2011
Medtronic Inc,4886673,2011
Abbott Laboratories,4460000,2011
Teva Pharmaceutical Industries,3450000,2011
Bristol-Myers Squibb,3330000,2011
Merck KGaA,2780000,2011
Eisai Co Ltd,2715000,2011
Novo Nordisk Pharmaceuticals,2686000,2011
CH Boehringer Sohn,2594086,2011
KV Pharmaceuticals,2530000,2011
Baxter International,2407000,2011
Endo Pharmaceuticals,2360000,2011
Watson Pharmaceuticals,2220000,2011
Allergan Inc,2140000,2011
Generic Pharmaceutical Assn,2082372,2011
Covidien Ltd,2070000,2011
Pharmaceutical Care Management Assn,1941516,2011
Takeda Pharmaceutical Co,1820000,2011
Biogen Idec,1810000,2011
McKesson Corp,1790000,2011
Vertex Pharmaceuticals,1750000,2011
Mylan Inc,1742123,2011
Gilead Sciences,1660000,2011
Boston Scientific Corp,1600000,2011
AdvaMed,1499237,2011
Cardinal Health,1435000,2011
Astellas Pharma,1410000,2011
Millennium/Takeda Oncology Co,1410000,2011
Sumitomo Chemical,1290000,2011
Cubist Pharmaceuticals,1160000,2011
Shire Plc,1100000,2011
Cephalon Inc,1090000,2011
Edwards Lifesciences,1090000,2011
Invacare Corp,1052000,2011
Healthcare Distribution Management Assn,1048000,2011
Medicines Co,980000,2011
Amylin Pharmaceuticals,960000,2011
Celgene Corp,955000,2011
Lundbeck Inc,927000,2011
AmerisourceBergen Corp,901000,2011
Prasco Labs,880000,2011
PharmAthene Inc,863003,2011
Consumer Healthcare Products Assn,835000,2011
KCI USA,770000,2011
Academy of Managed Care Pharmacies,768000,2011
Plasma Protein Therapeutics Assn,748750,2011
Colgate-Palmolive Co,740000,2011
Ikaria Inc,720000,2011
Life Technologies Corp,700000,2011
Council for American Medical Innovation,700000,2011
Ranbaxy Inc,700000,2011
Apotex Inc,690000,2011
Smith & Nephew,675000,2011
St Jude Medical,670000,2011
Alere Inc,662000,2011
Hospira Inc,660000,2011
Zimmer Inc,614424,2011
SCOOTER Store,612000,2011
Bavarian Nordic,600000,2011
Diabetes Access to Care Coalition,590000,2011
Daiichi Sankyo Inc,570000,2011
"Becton, Dickinson & Co",570000,2011
Biomet Inc,560000,2011
Genomic Health Inc,540000,2011
Varian Medical Systems,540000,2011
Council for Responsible Nutrition,530000,2011
Grifols Inc,525000,2011
Mela Sciences Inc,510000,2011
Steris Corp,500000,2011
Royal DSM NV,495000,2011
CSL Ltd,490000,2011
Henry Schein Inc,480000,2011
Herbalife International,480000,2011
Hill-Rom Holdings,480000,2011
Intuitive Surgical,470000,2011
Purdue Pharma,470000,2011
Welch Allyn Inc,440000,2011
Pharma Industry Labor Management Assn,430000,2011
Dendreon Corp,430000,2011
Alexion Pharmaceuticals,420000,2011
Pacific Pulmonary Services,420000,2011
Cook Group,400000,2011
Orexigen Therapeutics Inc,395000,2011
Healthcare Institute of New Jersey,381979,2011
Mobile Medical International Corp,370000,2011
Kinetic Concepts,365000,2011
Medical Device Manufacturers Assn,360000,2011
Council on Radionuclides & Radiopharm,360000,2011
Bracco Diagnostics,360000,2011
Affymax Inc,360000,2011
Quality Implant Coalition,360000,2011
CCS Medical,350000,2011
Alfred Mann Foundation,320000,2011
Vivus Inc,320000,2011
Infinia Corp,312000,2011
Pride Mobility Products,290000,2011
Hollister Inc,280000,2011
American Orthotic & Prosthetic Assn,280000,2011
Catalyst Health Solutions,280000,2011
Academy of Radiology Research,260000,2011
Hoveround Corp,260000,2011
Mead Johnson Nutritional,260000,2011
Perrigo Co,248000,2011
Sorenson Communications,240000,2011
Z-Medica,240000,2011
Hologic Inc,240000,2011
Djo Inc,240000,2011
Stryker Corp,230000,2011
Otsuka Pharmaceutical,230000,2011
PDP Holdings,228000,2011
Intersystems Corp,220000,2011
Alkermes Plc,214592,2011
Organogenesis Inc,214000,2011
XOMA,210000,2011
Acorda Therapeutics,210000,2011
Biocryst Pharmaceuticals,210000,2011
Isis Pharmaceuticals,210000,2011
Medical Device Competitiveness Coalition,210000,2011
Momenta Pharmaceuticals,200000,2011
Forest Laboratories,200000,2011
America's Specialty Medicine Companies,200000,2011
Morton Grove Pharmaceuticals Inc,200000,2011
Translational Genomics Research Inst,200000,2011
Apollo Global Management,192984,2011
Mentor Corp,190000,2011
Leo Pharma,190000,2011
Intl Contrast Ultrasound Society,190000,2011
Natl Coalition For Assistive/Rehab Tech,187000,2011
Resurgent Health & Medical,180000,2011
Verax Biomedical,180000,2011
Fresenius Medical Care,180000,2011
Onyx Pharmaceuticals,175000,2011
ViroPharma Inc,170000,2011
Independence Medical,170000,2011
Zimmer Holdings,166666,2011
Ziopharm Oncology Inc,160000,2011
Sanovas Inc,160000,2011
SIGA Technologies,160000,2011
Canada International Pharmacy Assn,160000,2011
Myriad Genetics,155000,2011
Scrips America,150000,2011
Bone Growth Stimulator Coalition,150000,2011
EO2 Concepts,150000,2011
Bioscrip Inc,140000,2011
Arborgen,140000,2011
United Natural Products Alliance,140000,2011
Wockhardt USA,140000,2011
ContourMed,135000,2011
Achaogen,132500,2011
Accuray Inc,130000,2011
Breckenridge Pharmaceutical,130000,2011
Human Genome Sciences,130000,2011
Gordian Medical Inc,130000,2011
iRhythm Technologies,130000,2011
Merit Medical Systems,130000,2011
Millennium Laboratories,120000,2011
Medicago,120000,2011
Medical Imaging Contrast Agent Assn,120000,2011
Medicines for Malaria Venture,120000,2011
Insulet Corp,120000,2011
Healiance Pharmaceuticals,120000,2011
Health Industry Distributors Assn,120000,2011
Hearing Industries Assn,120000,2011
C-Path Institute,120000,2011
Cell Therapeutics,120000,2011
CR Bard Inc,120000,2011
Calypso Medical Technologies,120000,2011
Chimerix,120000,2011
Clasado Ltd,120000,2011
Abiomed Inc,120000,2011
Vista Partners,120000,2011
Texas Biomedical Research Institute,120000,2011
Temp Time Inc,120000,2011
Riverain Medical,120000,2011
Natl Cltn of Pharmaceutical Distributors,120000,2011
Pdi Inc,120000,2011
Natural Products Assn,117600,2011
Questcor Pharmaceuticals,110000,2011
Alnylam Pharmaceuticals,110000,2011
Curemark LLC,110000,2011
Calspan-Univ of Buffalo Research Center,110000,2011
FujiFilm,110000,2011
Pozen Inc,104000,2011
PatientSafe Solutions,100000,2011
Safe Life Corp,100000,2011
Cyberonics Inc,100000,2011
Intercell USA,100000,2011
iPierian Inc,100000,2011
Immediate Response Technologies,95000,2011
MedImpact Healthcare Systems Inc,90000,2011
Biotech Research & Development Center,90000,2011
Cetero Research,90000,2011
Assn of Clinical Research Organizations,90000,2011
Tethys Bioscience,90000,2011
URL Pharmaceuticals,90000,2011
North American Rescue Products,90000,2011
National Alliance for Infusion Therapy,90000,2011
Orthocare Innovations,90000,2011
Panflu,80000,2011
Nanotherapeutics Inc,80000,2011
Murfreesboro Pharm Nursing Supply,80000,2011
Natl Assn Public Health Stat & Info Syst,80000,2011
Spiracur,80000,2011
Salix Pharmaceuticals,80000,2011
Association of Medical Device Reprocessors,80000,2011
Aethlon Medical,80000,2011
Coalition for Plant & Life Science,80000,2011
Cerus Corp,80000,2011
Covance Inc,80000,2011
Concert Pharmaceuticals,80000,2011
Minnesota Thermal Science,80000,2011
Mobilex USA,80000,2011
Healthsport Inc,80000,2011
Genomatica,80000,2011
General Electric,80000,2011
Fate Therapeutics,80000,2011
Tessarae Inc,72000,2011
Philadelphia Health & Education Corp,70062,2011
National Disease Research Interchange,70000,2011
Osmotica Pharmaceuticals,70000,2011
Velico Medical,70000,2011
MEDInstill Inc,70000,2011
Massachusetts Biotechnology Council,70000,2011
IOGEN Corp,70000,2011
Intl Partnership for Microbicides,70000,2011
ARCA Biopharma,70000,2011
Merz Pharmaceuticals,66825,2011
AccuDial Pharmaceutical,66000,2011
Alliance for Safe Online Pharmacies,60000,2011
Cleveland BioLabs,60000,2011
Cochlear Corp,60000,2011
Mendel Biotechnology,60000,2011
Meda Pharmaceuticals,60000,2011
Medicis Pharmaceutical Corp,60000,2011
Flexion Therapeutics,60000,2011
Elusys Therapeutics,60000,2011
Exact Sciences Corp,60000,2011
VitalWear,60000,2011
Novavax Inc,60000,2011
Neuralstem,60000,2011
National Center for Genome Resources,55000,2011
Semprus BioSciences,52099,2011
United States Medical Supply,50000,2011
TearLab Corp,50000,2011
Nuero Kinetics,50000,2011
XDX Inc,50000,2011
Globus Medical,50000,2011
Deka Research & Development,50000,2011
Direct Supply Inc,50000,2011
Doctor Diabetic Supply,50000,2011
Edge Therapeutics Inc,50000,2011
Morphotek Inc,50000,2011
Microdermis Corp,50000,2011
Iovate Health Sciences,50000,2011
CaptureRx,50000,2011
American Assn of Homeopathic Pharmacists,50000,2011
Amyris Biotech,50000,2011
Arteriocyte Inc,50000,2011
Synthes,47000,2011
Spectrum Pharmaceuticals,45000,2011
Insmed,45000,2011
Boiron USA,44000,2011
Discovery Laboratories,41000,2011
Delcath Systems,40000,2011
Edison Pharmaceuticals,40000,2011
Eckert & Ziegler Radiation & Medical,40000,2011
HomeMed,40000,2011
Incitor Llc,40000,2011
Intl Assn Med Equip Remark & Servicers,40000,2011
Jackson Laboratory,40000,2011
Jarrow Formulas,40000,2011
Lion-Vallen Industries,40000,2011
MedEnvios Healthcare,40000,2011
Cellerant Therapeutics,40000,2011
Bioenterprise,40000,2011
Aqua Bounty Technologies,40000,2011
American Herbal Products Assn,40000,2011
Aduro BioTech,40000,2011
Agios Pharmaceuticals,40000,2011
Sucampo Pharmaceuticals,40000,2011
Quality Electrodynamics,40000,2011
Regenesis Biomedical,40000,2011
Therapure Biopharma Inc,40000,2011
US Diagnostics,40000,2011
VJ Technologies,40000,2011
Vertos Medical,40000,2011
Orasure Technologies,40000,2011
Ohio Willow Wood,40000,2011
Pittsburgh Life Sciences Greenhouse,40000,2011
Pharma Services Acquisition Corp,40000,2011
Positron Corp,40000,2011
Research Corporation Technologies,36000,2011
Spacelabs Healthcare,36000,2011
Somnomed Inc,30000,2011
Sova Pharmaceuticals,30000,2011
Sigma-Tau Pharmaceuticals,30000,2011
Trius Therapeutics,30000,2011
Redfield Corp,30000,2011
Psychemedics Corp,30000,2011
Pennslyvania Biotechnology Assn,30000,2011
Otonomy Corp,30000,2011
Admetech,30000,2011
Advanced Analytical,30000,2011
Advanced Cancer Therapeutics,30000,2011
Bioject Medical Technologies,30000,2011
Biotech-Pharma Advisory,30000,2011
Bioprotection Systems,30000,2011
Body Media,30000,2011
Burnham Institute for Medical Research,30000,2011
Conceptus Inc,30000,2011
CyberKnife Coalition,30000,2011
Cryolife Inc,30000,2011
InstantLabs Medical Device Corp,30000,2011
InCode BioPharmaceutics,30000,2011
GlycoMimetics Inc,30000,2011
Gottfried Kellermann,30000,2011
Dymedix Corp,30000,2011
EveryLife Foundation for Rare Diseases,30000,2011
NxStage Medical,23000,2011
Onconova Therapeutics,20000,2011
Pharmaceutical Dist Security Alliance,20000,2011
Pharmaceutical Printed Literature Assn,20000,2011
RAMM Technologies,20000,2011
Promedtek Inc,20000,2011
Thornhill Research,20000,2011
Z-Gen,20000,2011
Zimek Technologies,20000,2011
International Pharm Aerosol Consortium,20000,2011
Lipella Pharmaceuticals,20000,2011
Maxygen,20000,2011
Missouri Biotechnology Assn,20000,2011
Constellation Pharmaceuticals,20000,2011
Adamas Pharmaceuticals,20000,2011
Accentia Biopharmaceuticals,20000,2011
Ablitech Inc,20000,2011
Advanced Diabetes Supply,20000,2011
Advanced Init in Medical Simulation,20000,2011
Advanced Life Sciences,20000,2011
Alliance Surgical Distributors,20000,2011
Athena ISG/GTXtreme,20000,2011
ATI Corp,20000,2011
Med-Care Diabetic & Medical Supplies,15000,2011
Pfenex Inc,15000,2011
Pyng Medical,10000,2011
Trident USA Health Services,10000,2011
Jazz Pharmaceuticals,10000,2011
Gambro AB,10000,2011
HealthStar,10000,2011
Allied  Medical Supply,10000,2011
Advaxis Inc,10000,2011
Airlift Research Foundation,10000,2011
Blood Cell Storage Inc,10000,2011
Biochemics,8000,2011
Consortium for Plant Biotech Research,5000,2011
Healthcare Waste/Emer Preparedness Cltn,5000,2011
Luminex Corp,5000,2011
Koronis Pharmaceuticals,0,2011
Lannett Co,0,2011
Lasko Products,0,2011
Kerr Corp,0,2011
Integrated Medical Systems,0,2011
Innovative Biotherapies,0,2011
Insightec Inc,0,2011
Masimo Corp,0,2011
MedNet Healthcare Technologies,0,2011
Medical Information Working Group,0,2011
Microban International,0,2011
Graceway Pharmaceuticals,0,2011
Genencor International,0,2011
HemCon Medical Technologies,0,2011
Ikor Inc,0,2011
Idaho Technologies,0,2011
Humacyte Inc,0,2011
FluGen Inc,0,2011
Fujirebio Diagnostics Inc,0,2011
Embria Health Sciences,0,2011
Electro Medical Systems,0,2011
Estill Medical Technologies,0,2011
Enterix,0,2011
E-Z-EM Inc,0,2011
DME Coalition,0,2011
Cytomedix Inc,0,2011
Dispensing Solutions,0,2011
Discount Diabetic,0,2011
Constellation Technology,0,2011
CoDa Therapeutics,0,2011
Coalition To Preserve DSHEA,0,2011
Clinical Data Inc,0,2011
CliniComp International,0,2011
Blackrock Microsystems,0,2011
Bioquiddity Inc,0,2011
BioMarin Pharmaceutical,0,2011
Biomedical Systems,0,2011
Bioniche Life Sciences,0,2011
Cellular Bioengineering Inc,0,2011
Cempra Pharmaceuticals,0,2011
Centurion Medical Products,0,2011
CardioNet,0,2011
CareFusion,0,2011
AxoGen Inc,0,2011
Azevan Pharmaceuticals,0,2011
Asterand Inc,0,2011
American Medical Systems,0,2011
Analiza Dx,0,2011
American Society for Microbiology,0,2011
Alliance for BioTherapeutics,0,2011
AlgiPharma AS,0,2011
AeroCare Holdings,0,2011
Adroit Medical Systems,0,2011
Abraxis BioScience,0,2011
Actelion Pharmaceuticals US,0,2011
Advanced Cell Technology,0,2011
Tissue Regeneration Technologies,0,2011
TherOx Inc,0,2011
Thoratec Corp,0,2011
Theragenics Corp,0,2011
Taraxos,0,2011
Texas Biological/Agro-Defense Consortium,0,2011
Twin Star Medical,0,2011
Variation Biotechnologies,0,2011
Vaxin Pharmaceuticals,0,2011
Respironics Inc,0,2011
Retractable Technologies,0,2011
Romark Laboratories,0,2011
Sorenson Group Management,0,2011
Soluble Systems,0,2011
STB Corp,0,2011
T2 Biosystems,0,2011
Sunrise Medical,0,2011
Synedgen Inc,0,2011
Qiagen NV,0,2011
Pulmatrix Corp,0,2011
Primus Pharmaceuticals,0,2011
Product Partners LLC,0,2011
Physician Diagnostic Services,0,2011
Physician Sales & Service,0,2011
Par Pharmaceutical Companies,0,2011
Orthovita,0,2011
NanoViricides Inc,0,2011
National Assn Advancement of Orthotics/Prosthetics,0,2011
MRE-Holding AS,0,2011
MultiDimensional Imaging,0,2011
YM BioSciences,0,2011
Wolters Kluwer,0,2011
Pharmaceutical Research & Manufacturers of America,19260000,2012
Eli Lilly & Co,11096000,2012
Pfizer Inc,10210000,2012
Merck & Co,9510000,2012
Amgen Inc,9310000,2012
Biotechnology Industry Organization,7540000,2012
Novartis AG,7367000,2012
Sanofi,7109000,2012
Abbott Laboratories,6200000,2012
Johnson & Johnson,5880000,2012
Bayer AG,5800321,2012
Roche Holdings,5320846,2012
GlaxoSmithKline,4920000,2012
Medtronic Inc,4900000,2012
AstraZeneca PLC,3570000,2012
Bristol-Myers Squibb,3320000,2012
Merck KGaA,3050000,2012
Teva Pharmaceutical Industries,3040000,2012
CH Boehringer Sohn,2940618,2012
Baxter International,2590000,2012
Eisai Co Ltd,2410000,2012
Novo Nordisk Pharmaceuticals,2240000,2012
Astellas Pharma,2220000,2012
Endo Health Solutions,2210000,2012
Cardinal Health,2165000,2012
Allergan Inc,2150000,2012
Pharmaceutical Care Management Assn,2118253,2012
Covidien Ltd,2110000,2012
McKesson Corp,2028977,2012
Watson Pharmaceuticals,2020000,2012
Generic Pharmaceutical Assn,1959462,2012
Shire Plc,1810000,2012
Mylan Inc,1759857,2012
Biogen Idec,1660000,2012
Takeda Pharmaceutical Co,1652475,2012
Cubist Pharmaceuticals,1610000,2012
Gilead Sciences,1590000,2012
AdvaMed,1465933,2012
Boston Scientific Corp,1460000,2012
Sumitomo Chemical,1430000,2012
Vertex Pharmaceuticals,1360000,2012
Millennium/Takeda Oncology Co,1330000,2012
AmerisourceBergen Corp,1290000,2012
Celgene Corp,1230000,2012
Grifols Inc,1180000,2012
Alexion Pharmaceuticals,1165000,2012
Edwards Lifesciences,1150000,2012
Hospira Inc,1080000,2012
Medicines Co,1060000,2012
Healthcare Distribution Management Assn,1055819,2012
Ikaria Inc,1010000,2012
Invacare Corp,960000,2012
Smith & Nephew,935000,2012
Cook Group,840000,2012
KV Pharmaceuticals,800000,2012
Amylin Pharmaceuticals,790000,2012
Consumer Healthcare Products Assn,768162,2012
Biomet Inc,750000,2012
Royal Pharma Management,730000,2012
Ranbaxy Inc,720000,2012
Purdue Pharma,710000,2012
Bavarian Nordic,698000,2012
Academy of Managed Care Pharmacies,680000,2012
Colgate-Palmolive Co,680000,2012
Alere Inc,675000,2012
Life Technologies Corp,655000,2012
Diabetes Access to Care Coalition,600000,2012
St Jude Medical,595000,2012
CCS Medical,591665,2012
"Becton, Dickinson & Co",590000,2012
Apotex Inc,570000,2012
Varian Medical Systems,570000,2012
Genomic Health Inc,565000,2012
Lundbeck Inc,563000,2012
Herbalife International,560000,2012
Zimmer Inc,535574,2012
CSL Ltd,530000,2012
Council for Responsible Nutrition,520000,2012
ViroPharma Inc,510000,2012
Orexigen Therapeutics Inc,486000,2012
Steris Corp,470000,2012
SCOOTER Store,442500,2012
Vifor Pharma,440000,2012
Pharma Industry Labor Management Assn,440000,2012
Royal DSM NV,440000,2012
Dendreon Corp,440000,2012
Affymax Inc,440000,2012
Plasma Protein Therapeutics Assn,439275,2012
